animal_id	dose_mg	nominal_timepoint	matrix	meta_tissue	mass_grams	concentration_ug_g	proportion_dose_retained
271	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.04	2.6514288888888893e-4
272	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.2802	0.0018573259366666667
273	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
274	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
275	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.3613	0.0023949031438888894
276	0.3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.02	1.3257144444444447e-4
321	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	1.4476	0.0028786563446666666
322	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	6.9413	0.013803272509833332
323	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.5712999999999999	0.0011360709931666664
324	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.3765	7.486972324999999e-4
325	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.214	4.2555433666666663e-4
326	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.024	4.772572e-5
371	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	6.5975	0.013119601570833334
372	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.1157	2.3007774183333331e-4
373	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	6.4354	0.012797254103666665
374	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	1.6355	0.0032523089608333332
375R	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.6141	0.0012211818605
376	1	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.0694	1.3800687366666666e-4
421	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.9532	6.318355042222223e-4
422	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.3785	2.508914586111111e-4
423	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	19.9588	0.01322983472688889
424	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	3.5084	0.0023255682784444442
425	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	1.8675	0.0012378858624999998
426	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.6471	4.2893490849999996e-4
471	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	9.947	0.006593440789444443
472	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	8.5647	0.005677173251166667
473	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	4.4973	0.0029810677855
474	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	2.6475	0.0017549144958333332
475	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	2.6078	0.001728599064111111
476	3	3	Brain, caudate-putamen (BRCP)	Brain	1.9885716666666666	0.21309999999999998	1.4125487405555553e-4
