study_id	animal	sex	display_tx	dose_dio	wt_date	weight	baseline	change
CMR-1313	85374.2	M	2440-s4	1	-1	31.1	31.1	0
CMR-1313	85374.2	M	2440-s4	1	6	31.3	31.1	0.006430868167202508
CMR-1313	85374.2	M	2440-s4	1	13	30.9	31.1	-0.006430868167202619
CMR-1313	85374.2	M	2440-s4	1	20	30.8	31.1	-0.009646302250803873
CMR-1313	85374.3	M	saline	0	-1	28	28	0
CMR-1313	85374.3	M	saline	0	6	28.7	28	0.02499999999999991
CMR-1313	85374.3	M	saline	0	13	28.8	28	0.028571428571428692
CMR-1313	85374.3	M	saline	0	20	28.5	28	0.017857142857142794
CMR-1313	85374.4	M	saline	0	-1	32.1	32.1	0
CMR-1313	85374.4	M	saline	0	6	32.2	32.1	0.0031152647975078995
CMR-1313	85374.4	M	saline	0	13	32.4	32.1	0.0093457943925232545
CMR-1313	85374.4	M	saline	0	20	31.5	32.1	-0.01869158878504673
CMR-1313	85382.1	F	2440-s1	10	-2	17.3	17.3	0
CMR-1313	85382.1	F	2440-s1	10	5	18.4	17.3	0.06358381502890165
CMR-1313	85382.1	F	2440-s1	10	12	18.7	17.3	0.08092485549132933
CMR-1313	85382.1	F	2440-s1	10	19	19.1	17.3	0.10404624277456653
CMR-1313	85382.2	F	2440-s1	10	-2	19.1	19.1	0
CMR-1313	85382.3	F	NTC-s1	10	-2	18.8	18.8	0
CMR-1313	85382.3	F	NTC-s1	10	5	19.7	18.8	0.0478723404255319
CMR-1313	85382.3	F	NTC-s1	10	12	20.5	18.8	0.09042553191489366
CMR-1313	85382.3	F	NTC-s1	10	19	21.7	18.8	0.1542553191489362
CMR-1313	85381.1	M	2440-s1	10	-2	21.8	21.8	0
CMR-1313	85381.1	M	2440-s1	10	5	23.5	21.8	0.07798165137614665
CMR-1313	85381.1	M	2440-s1	10	12	25.5	21.8	0.16972477064220182
CMR-1313	85381.1	M	2440-s1	10	19	26	21.8	0.19266055045871555
CMR-1313	85380.1	F	2440-s4	1	-1	17.9	17.9	0
CMR-1313	85380.1	F	2440-s4	1	6	18.3	17.9	0.022346368715083997
CMR-1313	85380.1	F	2440-s4	1	13	18.8	17.9	0.05027932960893877
CMR-1313	85380.1	F	2440-s4	1	20	20	17.9	0.1173184357541901
CMR-1313	85380.2	F	2440-s4	1	-1	15.2	15.2	0
CMR-1313	85380.2	F	2440-s4	1	6	15.8	15.2	0.03947368421052633
CMR-1313	85380.2	F	2440-s4	1	13	17.5	15.2	0.1513157894736843
CMR-1313	85380.2	F	2440-s4	1	20	17.9	15.2	0.17763157894736836
CMR-1313	85380.3	F	saline	0	-1	16.7	16.7	0
CMR-1313	85380.3	F	saline	0	6	18.2	16.7	0.08982035928143706
CMR-1313	85380.3	F	saline	0	13	19.5	16.7	0.16766467065868262
CMR-1313	85380.3	F	saline	0	20	19.7	16.7	0.17964071856287434
CMR-1313	85380.4	F	saline	0	-1	16.4	16.4	0
CMR-1313	85380.4	F	saline	0	6	17.1	16.4	0.04268292682926855
CMR-1313	85380.4	F	saline	0	13	17.8	16.4	0.08536585365853666
CMR-1313	85380.4	F	saline	0	20	17.8	16.4	0.08536585365853666
CMR-1313	85379.1	M	2440-s1	10	-1	18.3	18.3	0
CMR-1313	85379.1	M	2440-s1	10	6	18.7	18.3	0.021857923497267784
CMR-1313	85379.1	M	2440-s1	10	13	20.1	18.3	0.09836065573770503
CMR-1313	85379.1	M	2440-s1	10	20	20.7	18.3	0.13114754098360648
CMR-1313	85379.2	M	saline	0	-1	21.6	21.6	0
CMR-1313	85379.2	M	saline	0	6	22.3	21.6	0.03240740740740744
CMR-1313	85379.2	M	saline	0	13	23	21.6	0.06481481481481466
CMR-1313	85379.2	M	saline	0	20	24.2	21.6	0.12037037037037024
CMR-1313	85379.3	M	NTC-s1	10	-1	20.8	20.8	0
CMR-1313	85379.3	M	NTC-s1	10	6	21.1	20.8	0.014423076923076872
CMR-1313	85379.3	M	NTC-s1	10	13	21.5	20.8	0.033653846153846034
CMR-1313	85379.3	M	NTC-s1	10	20	21.5	20.8	0.033653846153846034
CMR-1313	85378.1	F	2440-s1	10	-2	21	21	0
CMR-1313	85378.1	F	2440-s1	10	5	21	21	0
CMR-1313	85378.1	F	2440-s1	10	12	21.8	21	0.03809523809523818
CMR-1313	85378.1	F	2440-s1	10	19	21.7	21	0.033333333333333215
CMR-1313	85378.2	F	2440-s1	10	-2	22	22	0
CMR-1313	85378.2	F	2440-s1	10	5	22.9	22	0.040909090909090784
CMR-1313	85378.2	F	2440-s1	10	12	24.4	22	0.10909090909090913
CMR-1313	85378.2	F	2440-s1	10	19	24.2	22	0.09999999999999987
CMR-1313	85378.3	F	NTC-s1	10	-2	19.6	19.6	0
CMR-1313	85378.3	F	NTC-s1	10	5	19.8	19.6	0.010204081632652962
CMR-1313	85378.3	F	NTC-s1	10	12	20.2	19.6	0.030612244897959107
CMR-1313	85378.3	F	NTC-s1	10	19	20.5	19.6	0.04591836734693877
CMR-1313	85378.4	F	NTC-s1	10	-2	22.9	22.9	0
CMR-1313	85378.4	F	NTC-s1	10	5	24.4	22.9	0.06550218340611358
CMR-1313	85378.4	F	NTC-s1	10	12	24.7	22.9	0.0786026200873362
CMR-1313	85378.4	F	NTC-s1	10	19	23.3	22.9	0.017467248908296984
CMR-1313	85377.1	M	2440-s4	10	-2	24.3	24.3	0
CMR-1313	85377.1	M	2440-s4	10	5	24.5	24.3	0.008230452674897082
CMR-1313	85377.1	M	2440-s4	10	12	24.4	24.3	0.00411522633744843
CMR-1313	85377.1	M	2440-s4	10	19	25.2	24.3	0.03703703703703698
CMR-1313	85377.2	M	2440-s4	10	-2	26.6	26.6	0
CMR-1313	85377.2	M	2440-s4	10	5	26.4	26.6	-0.007518796992481258
CMR-1313	85377.2	M	2440-s4	10	12	27.1	26.6	0.018796992481203034
CMR-1313	85377.2	M	2440-s4	10	19	26.9	26.6	0.011278195488721776
CMR-1313	85377.3	M	2440-s4	10	-2	25.6	25.6	0
CMR-1313	85377.3	M	2440-s4	10	5	26	25.6	0.015625
CMR-1313	85377.3	M	2440-s4	10	12	26.2	25.6	0.0234375
CMR-1313	85377.3	M	2440-s4	10	19	27	25.6	0.0546875
CMR-1313	85377.4	M	NTC-s1	10	-2	26	26	0
CMR-1313	85377.4	M	NTC-s1	10	5	26.5	26	0.019230769230769162
CMR-1313	85377.4	M	NTC-s1	10	12	26.3	26	0.011538461538461497
CMR-1313	85377.4	M	NTC-s1	10	19	26.9	26	0.03461538461538449
CMR-1313	85377.5	M	NTC-s1	10	-2	28	28	0
CMR-1313	85377.5	M	NTC-s1	10	5	27.7	28	-0.010714285714285787
CMR-1313	85377.5	M	NTC-s1	10	12	28.4	28	0.014285714285714235
CMR-1313	85377.5	M	NTC-s1	10	19	28.8	28	0.028571428571428692
CMR-1313	85376.1	F	saline	0	-1	22.3	22.3	0
CMR-1313	85376.1	F	saline	0	6	21.8	22.3	-0.022421524663677084
CMR-1313	85376.1	F	saline	0	13	22.6	22.3	0.013452914798206317
CMR-1313	85376.1	F	saline	0	20	22.3	22.3	0
CMR-1313	85376.2	F	2440-s4	1	-1	21.6	21.6	0
CMR-1313	85376.2	F	2440-s4	1	6	21.7	21.6	0.004629629629629539
CMR-1313	85376.2	F	2440-s4	1	13	22.4	21.6	0.03703703703703698
CMR-1313	85376.2	F	2440-s4	1	20	22	21.6	0.01851851851851838
CMR-1313	85376.3	F	2440-s4	10	-1	22.6	22.6	0
CMR-1313	85376.3	F	2440-s4	10	6	22.7	22.6	0.004424778761061843
CMR-1313	85376.3	F	2440-s4	10	13	24.4	22.6	0.07964601769911495
CMR-1313	85376.3	F	2440-s4	10	20	23.3	22.6	0.030973451327433565
CMR-1313	80575.1	M	2226-s1	10	0	28	28	0
CMR-1313	80575.1	M	2226-s1	10	13	28.5	28	0.017857142857142794
CMR-1313	80575.1	M	2226-s1	10	20	28.8	28	0.028571428571428692
CMR-1313	80575.2	M	2226-s1	10	0	28	28	0
CMR-1313	80575.2	M	2226-s1	10	13	28.8	28	0.028571428571428692
CMR-1313	80575.2	M	2226-s1	10	20	29.3	28	0.046428571428571486
CMR-1313	80575.3	M	2226-s4	10	0	26	26	0
CMR-1313	80575.4	M	1035-s1	10	0	27	27	0
CMR-1313	80575.4	M	1035-s1	10	13	29	27	0.07407407407407418
CMR-1313	80575.4	M	1035-s1	10	20	29.6	27	0.09629629629629632
CMR-1313	80575.5	M	1035-s4	10	0	26	26	0
CMR-1313	80575.5	M	1035-s4	10	13	28.7	26	0.10384615384615392
CMR-1313	80575.5	M	1035-s4	10	20	29.4	26	0.13076923076923075
CMR-1313	80576.1	F	2226-s1	10	0	20	20	0
CMR-1313	80576.1	F	2226-s1	10	13	21.3	20	0.06499999999999995
CMR-1313	80576.1	F	2226-s1	10	20	22.7	20	0.135
CMR-1313	80576.2	F	2226-s4	10	0	20	20	0
CMR-1313	80576.2	F	2226-s4	10	13	21.1	20	0.05500000000000016
CMR-1313	80576.2	F	2226-s4	10	20	22.2	20	0.10999999999999988
CMR-1313	80576.3	F	2226-s4	10	0	21	21	0
CMR-1313	80576.3	F	2226-s4	10	13	22.3	21	0.06190476190476191
CMR-1313	80576.3	F	2226-s4	10	20	23.5	21	0.11904761904761907
CMR-1313	80577.1	F	1035-s1	10	0	20	20	0
CMR-1313	80577.1	F	1035-s1	10	13	21.4	20	0.06999999999999984
CMR-1313	80577.1	F	1035-s1	10	20	22.4	20	0.11999999999999988
CMR-1313	80577.2	F	1035-s4	10	0	21	21	0
CMR-1313	80577.2	F	1035-s4	10	13	22.2	21	0.05714285714285716
CMR-1313	80577.2	F	1035-s4	10	20	22.8	21	0.08571428571428585
CMR-1313	80577.3	F	1035-s4	10	0	20	20	0
CMR-1313	80577.3	F	1035-s4	10	13	21.5	20	0.07499999999999996
CMR-1313	80577.3	F	1035-s4	10	20	22.3	20	0.11499999999999999
CMR-1313	80581.1	M	2226-s1	10	0	19	19	0
CMR-1313	80581.1	M	2226-s1	10	13	21.7	19	0.14210526315789473
CMR-1313	80581.1	M	2226-s1	10	20	23.9	19	0.2578947368421052
CMR-1313	80581.2	M	2226-s4	10	0	20	20	0
CMR-1313	80581.2	M	2226-s4	10	13	22.9	20	0.14500000000000002
CMR-1313	80581.2	M	2226-s4	10	20	24.2	20	0.20999999999999996
CMR-1313	80581.3	M	1035-s1	10	0	22	22	0
CMR-1313	80581.3	M	1035-s1	10	13	22.6	22	0.027272727272727337
CMR-1313	80581.3	M	1035-s1	10	20	24.3	22	0.1045454545454545
CMR-1313	80581.4	M	2226-s4	10	0	19	19	0
CMR-1313	80581.4	M	2226-s4	10	13	22	19	0.1578947368421053
CMR-1313	80581.4	M	2226-s4	10	20	23.1	19	0.21578947368421053
CMR-1313	80581.5	M	1035-s4	10	0	21	21	0
CMR-1313	80581.5	M	1035-s4	10	13	22.7	21	0.08095238095238089
CMR-1313	80581.5	M	1035-s4	10	20	24	21	0.1428571428571428
CMR-1313	80582.1	F	2226-s1	10	0	16	16	0
CMR-1313	80582.1	F	2226-s1	10	13	18.1	16	0.1312500000000001
CMR-1313	80582.1	F	2226-s1	10	20	20	16	0.25
CMR-1313	80582.2	F	2226-s4	10	0	17	17	0
CMR-1313	80582.2	F	2226-s4	10	13	17.5	17	0.02941176470588225
CMR-1313	80582.2	F	2226-s4	10	20	18.3	17	0.07647058823529407
CMR-1313	80582.3	F	1035-s1	10	0	16	16	0
CMR-1313	80582.3	F	1035-s1	10	13	17.8	16	0.11250000000000004
CMR-1313	80582.3	F	1035-s1	10	20	18.9	16	0.1812499999999999
CMR-1418	82487.2	M	saline	0	0	34.3	34.3	0
CMR-1418	82487.3	M	saline	0	0	32.7	32.7	0
CMR-1418	82487.3	M	saline	0	9	31.9	32.7	-0.024464831804281495
CMR-1418	82487.3	M	saline	0	15	32.7	32.7	0
CMR-1418	82487.3	M	saline	0	23	32.3	32.7	-0.012232415902140858
CMR-1418	82487.3	M	saline	0	29	32.9	32.7	0.006116207951070152
CMR-1418	82487.4	M	NTC-s1	10	0	33	33	0
CMR-1418	82488.1	M	2440-s1	10	0	31.2	31.2	0
CMR-1418	82488.1	M	2440-s1	10	10	30.2	31.2	-0.03205128205128205
CMR-1418	82488.1	M	2440-s1	10	16	32.1	31.2	0.028846153846153966
CMR-1418	82488.1	M	2440-s1	10	24	31.3	31.2	0.0032051282051281937
CMR-1418	82488.1	M	2440-s1	10	30	30.9	31.2	-0.009615384615384692
CMR-1418	82488.2	M	2440-s4	10	0	36.1	36.1	0
CMR-1418	82488.2	M	2440-s4	10	10	35.7	36.1	-0.011080332409972304
CMR-1418	82488.2	M	2440-s4	10	16	34.9	36.1	-0.033240997229917024
CMR-1418	82488.2	M	2440-s4	10	24	35.3	36.1	-0.02216066481994472
CMR-1418	82488.2	M	2440-s4	10	30	36.6	36.1	0.013850415512465464
CMR-1418	82490.1	M	NTC-s1	10	0	34.4	34.4	0
CMR-1418	82490.1	M	NTC-s1	10	10	33.3	34.4	-0.03197674418604657
CMR-1418	82490.1	M	NTC-s1	10	16	34.8	34.4	0.011627906976744207
CMR-1418	82490.1	M	NTC-s1	10	24	35.7	34.4	0.03779069767441867
CMR-1418	82490.1	M	NTC-s1	10	30	36	34.4	0.04651162790697683
CMR-1418	82490.3	M	2440-s4	10	0	35.4	35.4	0
CMR-1418	82490.3	M	2440-s4	10	10	35.3	35.4	-0.0028248587570621764
CMR-1418	82490.3	M	2440-s4	10	16	36.5	35.4	0.031073446327683607
CMR-1418	82490.3	M	2440-s4	10	24	36.2	35.4	0.02259887005649719
CMR-1418	82490.3	M	2440-s4	10	30	36.6	35.4	0.033898305084745894
CMR-1418	82490.4	M	2440-s4	10	0	31.4	31.4	0
CMR-1418	82490.4	M	2440-s4	10	10	31.1	31.4	-0.009554140127388422
CMR-1418	82490.4	M	2440-s4	10	16	32.1	31.4	0.022292993630573354
CMR-1418	82490.4	M	2440-s4	10	24	32.5	31.4	0.035031847133758065
CMR-1418	82490.4	M	2440-s4	10	30	32.6	31.4	0.03821656050955413
CMR-1418	84049.1	F	saline	0	0	23.1	23.1	0
CMR-1418	84049.1	F	saline	0	10	22.8	23.1	-0.012987012987012991
CMR-1418	84049.1	F	saline	0	16	24	23.1	0.03896103896103886
CMR-1418	84049.1	F	saline	0	24	24.7	23.1	0.06926406926406914
CMR-1418	84049.1	F	saline	0	30	24.9	23.1	0.07792207792207773
CMR-1418	84049.2	F	saline	0	0	21.6	21.6	0
CMR-1418	84049.2	F	saline	0	10	21.9	21.6	0.01388888888888884
CMR-1418	84049.2	F	saline	0	16	23.1	21.6	0.06944444444444442
CMR-1418	84049.2	F	saline	0	24	23.8	21.6	0.10185185185185186
CMR-1418	84049.2	F	saline	0	30	24.6	21.6	0.13888888888888884
CMR-1418	84049.3	F	NTC-s1	10	0	22.8	22.8	0
CMR-1418	84049.3	F	NTC-s1	10	10	23.4	22.8	0.02631578947368407
CMR-1418	84049.3	F	NTC-s1	10	16	24.1	22.8	0.05701754385964919
CMR-1418	84049.3	F	NTC-s1	10	24	24.6	22.8	0.07894736842105265
CMR-1418	84049.3	F	NTC-s1	10	30	25.6	22.8	0.12280701754385959
CMR-1418	84049.5	F	NTC-s1	10	0	19.4	19.4	0
CMR-1418	84049.5	F	NTC-s1	10	10	19.9	19.4	0.025773195876288568
CMR-1418	84049.5	F	NTC-s1	10	16	21.5	19.4	0.10824742268041243
CMR-1418	84049.5	F	NTC-s1	10	24	21.8	19.4	0.1237113402061858
CMR-1418	84049.5	F	NTC-s1	10	30	23.3	19.4	0.20103092783505172
CMR-1418	84050.1	M	2440-s1	10	0	26.2	26.2	0
CMR-1418	84050.1	M	2440-s1	10	10	26.6	26.2	0.01526717557251911
CMR-1418	84050.1	M	2440-s1	10	16	27.4	26.2	0.04580152671755733
CMR-1418	84050.1	M	2440-s1	10	24	27.5	26.2	0.04961832061068705
CMR-1418	84050.1	M	2440-s1	10	30	27.3	26.2	0.041984732824427606
CMR-1418	84051.1	F	2440-s1	10	0	20.8	20.8	0
CMR-1418	84051.1	F	2440-s1	10	10	20.5	20.8	-0.014423076923076983
CMR-1418	84051.1	F	2440-s1	10	16	21.3	20.8	0.024038461538461453
CMR-1418	84051.1	F	2440-s1	10	24	21.7	20.8	0.043269230769230616
CMR-1418	84051.1	F	2440-s1	10	30	21.7	20.8	0.043269230769230616
CMR-1418	84051.2	F	2440-s4	10	0	20.3	20.3	0
CMR-1418	84051.2	F	2440-s4	10	10	21.1	20.3	0.039408866995073843
CMR-1418	84051.2	F	2440-s4	10	16	21.9	20.3	0.07881773399014769
CMR-1418	84051.2	F	2440-s4	10	24	21.9	20.3	0.07881773399014769
CMR-1418	84051.2	F	2440-s4	10	30	22.5	20.3	0.10837438423645307
CMR-1418	84051.4	F	2440-s4	10	0	21.4	21.4	0
CMR-1418	84051.4	F	2440-s4	10	10	22.4	21.4	0.04672897196261672
CMR-1418	84051.4	F	2440-s4	10	16	23.3	21.4	0.08878504672897214
CMR-1418	84051.4	F	2440-s4	10	24	23	21.4	0.07476635514018692
CMR-1418	84051.4	F	2440-s4	10	30	23	21.4	0.07476635514018692
CMR-1418	84053.2	M	2440-s4	10	0	29.7	29.7	0
CMR-1418	84053.2	M	2440-s4	10	10	28.1	29.7	-0.05387205387205385
CMR-1418	84053.2	M	2440-s4	10	16	28.2	29.7	-0.0505050505050505
CMR-1418	84053.2	M	2440-s4	10	24	28.6	29.7	-0.03703703703703698
CMR-1418	84053.2	M	2440-s4	10	30	28.6	29.7	-0.03703703703703698
CMR-1418	84054.1	F	NTC-s1	10	0	21.9	21.9	0
CMR-1418	84054.1	F	NTC-s1	10	10	22.2	21.9	0.013698630136986356
CMR-1418	84054.1	F	NTC-s1	10	16	24.1	21.9	0.10045662100456632
CMR-1418	84054.1	F	NTC-s1	10	24	24.1	21.9	0.10045662100456632
CMR-1418	84054.1	F	NTC-s1	10	30	23.6	21.9	0.07762557077625587
CMR-1418	84055.1	M	saline	0	0	30.8	30.8	0
CMR-1418	84055.1	M	saline	0	9	29.9	30.8	-0.029220779220779258
CMR-1418	84055.1	M	saline	0	15	31.5	30.8	0.022727272727272707
CMR-1418	84055.1	M	saline	0	23	32.8	30.8	0.06493506493506485
CMR-1418	84055.1	M	saline	0	29	32.5	30.8	0.05519480519480524
CMR-1418	84055.2	M	saline	0	0	28.7	28.7	0
CMR-1418	84055.2	M	saline	0	9	29.4	28.7	0.024390243902439046
CMR-1418	84055.2	M	saline	0	15	30.2	28.7	0.05226480836236935
CMR-1418	84055.2	M	saline	0	23	30.8	28.7	0.07317073170731714
CMR-1418	84055.2	M	saline	0	29	31.6	28.7	0.10104529616724744
CMR-1418	84055.3	M	NTC-s1	10	0	28.6	28.6	0
CMR-1418	84055.3	M	NTC-s1	10	9	28.6	28.6	0
CMR-1418	84055.3	M	NTC-s1	10	15	29.8	28.6	0.04195804195804187
CMR-1418	84055.3	M	NTC-s1	10	23	27.8	28.6	-0.027972027972028024
CMR-1418	84055.3	M	NTC-s1	10	29	28	28.6	-0.020979020979021046
CMR-1418	84063.2	M	2440-s1	10	0	26	26	0
CMR-1418	84063.2	M	2440-s1	10	10	26.8	26	0.030769230769230882
CMR-1418	84063.2	M	2440-s1	10	16	27	26	0.03846153846153855
CMR-1418	84063.2	M	2440-s1	10	24	27.4	26	0.05384615384615388
CMR-1418	84063.2	M	2440-s1	10	30	27.8	26	0.0692307692307692
CMR-1418	84064.1	F	2440-s1	10	0	20.3	20.3	0
CMR-1418	84064.1	F	2440-s1	10	10	21.8	20.3	0.07389162561576357
CMR-1418	84064.1	F	2440-s1	10	16	21.9	20.3	0.07881773399014769
CMR-1418	84064.1	F	2440-s1	10	24	23.4	20.3	0.15270935960591125
CMR-1418	84064.1	F	2440-s1	10	30	24.7	20.3	0.21674876847290636
CMR-1418	84064.2	F	2440-s4	10	0	21	21	0
CMR-1418	84064.2	F	2440-s4	10	10	22.5	21	0.0714285714285714
CMR-1418	84064.2	F	2440-s4	10	16	22.9	21	0.09047619047619038
CMR-1418	84064.2	F	2440-s4	10	24	23.7	21	0.12857142857142856
CMR-1418	84064.2	F	2440-s4	10	30	23.8	21	0.1333333333333333
CMR-1465	89313.1	M	2710-s2	10	0	25.4	25.4	0
CMR-1465	89313.2	M	2520-s2	10	0	26.2	26.2	0
CMR-1465	89313.2	M	2520-s2	10	9	26.1	26.2	-0.003816793893129722
CMR-1465	89313.2	M	2520-s2	10	16	27.1	26.2	0.03435114503816794
CMR-1465	89313.2	M	2520-s2	10	23	27.4	26.2	0.04580152671755733
CMR-1465	89313.2	M	2520-s2	10	30	23.3	26.2	-0.11068702290076327
CMR-1465	89313.3	M	2520-s2	10	0	27.1	27.1	0
CMR-1465	89313.3	M	2520-s2	10	9	27.2	27.1	0.0036900369003689537
CMR-1465	89313.3	M	2520-s2	10	16	27.6	27.1	0.01845018450184499
CMR-1465	89313.3	M	2520-s2	10	23	29	27.1	0.07011070110701101
CMR-1465	89313.3	M	2520-s2	10	30	25.1	27.1	-0.07380073800738007
CMR-1465	89313.4	M	2520-s2	10	0	27.8	27.8	0
CMR-1465	89313.4	M	2520-s2	10	9	28.4	27.8	0.021582733812949506
CMR-1465	89313.4	M	2520-s2	10	16	29.4	27.8	0.05755395683453224
CMR-1465	89313.4	M	2520-s2	10	23	30	27.8	0.07913669064748197
CMR-1465	89313.4	M	2520-s2	10	30	25.5	27.8	-0.08273381294964033
CMR-1465	89313.5	M	2710-s2	10	0	26.5	26.5	0
CMR-1465	89313.5	M	2710-s2	10	9	26.6	26.5	0.0037735849056603765
CMR-1465	89313.5	M	2710-s2	10	16	27.6	26.5	0.04150943396226414
CMR-1465	89313.5	M	2710-s2	10	23	28.1	26.5	0.060377358490566024
CMR-1465	89313.5	M	2710-s2	10	30	24	26.5	-0.09433962264150941
CMR-1465	89314.1	F	saline	0	0	21.6	21.6	0
CMR-1465	89314.1	F	saline	0	9	21.6	21.6	0
CMR-1465	89314.1	F	saline	0	16	22	21.6	0.01851851851851838
CMR-1465	89314.1	F	saline	0	23	22.7	21.6	0.05092592592592582
CMR-1465	89314.1	F	saline	0	30	23.9	21.6	0.1064814814814814
CMR-1465	89314.2	F	saline	0	0	22.9	22.9	0
CMR-1465	89314.2	F	saline	0	9	23	22.9	0.004366812227074357
CMR-1465	89314.2	F	saline	0	16	23.9	22.9	0.04366812227074246
CMR-1465	89314.2	F	saline	0	23	24.3	22.9	0.061135371179039444
CMR-1465	89314.2	F	saline	0	30	25.2	22.9	0.10043668122270755
CMR-1465	89314.3	F	saline	0	0	22	22	0
CMR-1465	89314.3	F	saline	0	9	22.1	22	0.00454545454545463
CMR-1465	89314.3	F	saline	0	16	22.5	22	0.022727272727272707
CMR-1465	89314.3	F	saline	0	23	22.6	22	0.027272727272727337
CMR-1465	89314.3	F	saline	0	30	23.4	22	0.06363636363636349
CMR-1465	89314.4	F	NTC-s2	10	0	21.1	21.1	0
CMR-1465	89314.4	F	NTC-s2	10	9	20.7	21.1	-0.018957345971564066
CMR-1465	89314.4	F	NTC-s2	10	16	20.7	21.1	-0.018957345971564066
CMR-1465	89314.4	F	NTC-s2	10	23	21.5	21.1	0.018957345971563955
CMR-1465	89314.4	F	NTC-s2	10	30	22.4	21.1	0.0616113744075828
CMR-1465	89315.1	F	2768-s2	10	0	22.2	22.2	0
CMR-1465	89315.1	F	2768-s2	10	9	22.7	22.2	0.022522522522522515
CMR-1465	89315.1	F	2768-s2	10	16	22.8	22.2	0.027027027027027195
